P_ID,STIMULI,POOL,DEPTH,LOC,ORDER,FIRST,FIRST_IT,ITEM,SAME
p030,3,prolific,2,C,b,X,I20,I14,0
p034,3,prolific,3,C,b,B,I20,I14,1
p036,2,prolific,2,C,b,B,I20,I14,1
p040,1,prolific,3,C,b,B,I20,I14,0
p043,3,prolific,2,C,b,B,I20,I14,0
p044,4,prolific,2,C,b,B,I20,I14,1
p048,2,prolific,3,C,b,B,I20,I14,0
p050,4,prolific,2,C,b,B,I20,I14,1
p052,3,prolific,3,C,b,B,I20,I14,0
p058,1,prolific,3,C,b,B,I20,I14,1
p059,1,prolific,3,C,b,A,I20,I14,0
p063,3,prolific,2,C,b,X,I20,I14,0
p064,2,prolific,2,C,b,B,I20,I14,0
p067,3,prolific,3,C,b,B,I20,I14,0
p076,4,prolific,2,C,b,B,I20,I14,1
p078,4,prolific,3,C,b,B,I20,I14,1
p082,1,prolific,2,C,b,B,I20,I14,0
p083,1,prolific,3,C,b,X,I20,I14,1
p084,1,prolific,2,C,b,X,I20,I14,0
p088,3,prolific,3,C,b,B,I20,I14,1
p091,3,prolific,2,C,b,B,I20,I14,0
p098,2,prolific,2,C,b,B,I20,I14,1
p099,4,prolific,3,C,b,X,I20,I14,1
p100,2,prolific,2,C,b,B,I20,I14,1
p104,2,prolific,3,C,b,B,I20,I14,0
p109,4,prolific,2,C,b,B,I20,I14,1
p111,3,prolific,2,C,b,B,I20,I14,0
p115,1,prolific,3,C,b,B,I20,I14,0
p117,1,prolific,2,C,b,X,I20,I14,0
p120,1,prolific,3,C,b,X,I20,I14,0
p124,2,prolific,3,C,b,B,I20,I14,1
p130,1,prolific,3,C,b,X,I20,I14,0
p131,3,prolific,2,C,b,X,I20,I14,1
p134,3,prolific,3,C,b,B,I20,I14,1
p137,1,prolific,2,C,b,X,I20,I14,0
p140,3,prolific,2,C,b,X,I20,I14,1
p146,2,prolific,2,C,b,B,I20,I14,0
p151,1,prolific,2,C,b,B,I20,I14,0
p153,4,prolific,3,C,b,B,I20,I14,1
p155,3,prolific,3,C,b,B,I20,I14,0
p157,2,prolific,2,C,b,B,I20,I14,1
r004,2,rep,2,C,b,B,I20,I14,0
r009,2,rep,2,C,b,B,I20,I14,1
r012,2,rep,3,C,b,B,I20,I14,0
r016,4,rep,3,C,b,X,I20,I14,0
r018,2,rep,2,C,b,B,I20,I14,0
r020,4,rep,3,C,b,B,I20,I14,1
r021,2,rep,2,C,b,B,I20,I14,0
r026,4,rep,3,C,b,X,I20,I14,1
r027,2,rep,2,C,b,B,I20,I14,0
r029,2,rep,3,C,b,B,I20,I14,0
r031,3,rep,2,C,b,B,I20,I14,0
r036,4,rep,3,C,b,X,I20,I14,1
r044,4,rep,3,C,b,B,I20,I14,1
r045,4,rep,3,C,b,B,I20,I14,0
r047,2,rep,2,C,b,X,I20,I14,1
r050,2,rep,2,C,b,B,I20,I14,0
r056,2,rep,2,C,b,B,I20,I14,1
r062,4,rep,3,C,b,B,I20,I14,1
r066,4,rep,2,C,b,X,I20,I14,1
r070,4,rep,3,C,b,B,I20,I14,1
r072,4,rep,3,C,b,B,I20,I14,1
r073,1,rep,2,C,b,A,I20,I14,1
r080,2,rep,2,C,b,B,I20,I14,0
p001,3,prolific,2,C,b,B,I20,I15,1
p006,4,prolific,3,C,b,X,I20,I15,1
p010,3,prolific,2,C,b,X,I20,I15,1
p012,2,prolific,3,C,b,A,I20,I15,0
p016,4,prolific,3,C,b,A,I20,I15,1
p025,1,prolific,2,C,b,X,I20,I15,0
p029,1,prolific,3,C,b,X,I20,I15,0
p030,3,prolific,2,C,b,X,I20,I15,0
p034,3,prolific,3,C,b,B,I20,I15,1
p036,2,prolific,2,C,b,B,I20,I15,1
p040,1,prolific,3,C,b,B,I20,I15,0
p043,3,prolific,2,C,b,B,I20,I15,0
p044,4,prolific,2,C,b,B,I20,I15,1
p048,2,prolific,3,C,b,B,I20,I15,0
p050,4,prolific,2,C,b,B,I20,I15,1
p052,3,prolific,3,C,b,B,I20,I15,0
p058,1,prolific,3,C,b,B,I20,I15,1
p059,1,prolific,3,C,b,A,I20,I15,0
p063,3,prolific,2,C,b,X,I20,I15,0
p064,2,prolific,2,C,b,B,I20,I15,0
p067,3,prolific,3,C,b,B,I20,I15,0
p076,4,prolific,2,C,b,B,I20,I15,1
p078,4,prolific,3,C,b,B,I20,I15,1
p082,1,prolific,2,C,b,B,I20,I15,0
p083,1,prolific,3,C,b,X,I20,I15,1
p084,1,prolific,2,C,b,X,I20,I15,0
p088,3,prolific,3,C,b,B,I20,I15,1
p091,3,prolific,2,C,b,B,I20,I15,1
p098,2,prolific,2,C,b,B,I20,I15,1
p099,4,prolific,3,C,b,X,I20,I15,1
p100,2,prolific,2,C,b,B,I20,I15,1
p104,2,prolific,3,C,b,B,I20,I15,0
p109,4,prolific,2,C,b,B,I20,I15,1
p111,3,prolific,2,C,b,B,I20,I15,0
p115,1,prolific,3,C,b,B,I20,I15,0
p117,1,prolific,2,C,b,X,I20,I15,0
p120,1,prolific,3,C,b,X,I20,I15,0
p124,2,prolific,3,C,b,B,I20,I15,1
p130,1,prolific,3,C,b,X,I20,I15,0
p131,3,prolific,2,C,b,X,I20,I15,1
p134,3,prolific,3,C,b,B,I20,I15,1
p137,1,prolific,2,C,b,X,I20,I15,0
p140,3,prolific,2,C,b,X,I20,I15,1
p146,2,prolific,2,C,b,B,I20,I15,0
p151,1,prolific,2,C,b,B,I20,I15,0
p153,4,prolific,3,C,b,B,I20,I15,1
p155,3,prolific,3,C,b,B,I20,I15,0
p157,2,prolific,2,C,b,B,I20,I15,1
r004,2,rep,2,C,b,B,I20,I15,0
r009,2,rep,2,C,b,B,I20,I15,1
r012,2,rep,3,C,b,B,I20,I15,0
r016,4,rep,3,C,b,X,I20,I15,1
r018,2,rep,2,C,b,B,I20,I15,0
r020,4,rep,3,C,b,B,I20,I15,1
r021,2,rep,2,C,b,B,I20,I15,0
r026,4,rep,3,C,b,X,I20,I15,1
r027,2,rep,2,C,b,B,I20,I15,0
r029,2,rep,3,C,b,B,I20,I15,0
r031,3,rep,2,C,b,B,I20,I15,1
r036,4,rep,3,C,b,X,I20,I15,1
r044,4,rep,3,C,b,B,I20,I15,1
r045,4,rep,3,C,b,B,I20,I15,0
r047,2,rep,2,C,b,X,I20,I15,1
r050,2,rep,2,C,b,B,I20,I15,0
r056,2,rep,2,C,b,B,I20,I15,0
r062,4,rep,3,C,b,B,I20,I15,1
r066,4,rep,2,C,b,X,I20,I15,1
r070,4,rep,3,C,b,B,I20,I15,1
r072,4,rep,3,C,b,B,I20,I15,1
r073,1,rep,2,C,b,A,I20,I15,1
r080,2,rep,2,C,b,B,I20,I15,0
p001,3,prolific,2,C,b,B,I20,I16,1
p006,4,prolific,3,C,b,X,I20,I16,1
p010,3,prolific,2,C,b,X,I20,I16,1
p012,2,prolific,3,C,b,A,I20,I16,0
p016,4,prolific,3,C,b,A,I20,I16,1
p025,1,prolific,2,C,b,X,I20,I16,0
p029,1,prolific,3,C,b,X,I20,I16,0
p030,3,prolific,2,C,b,X,I20,I16,0
p034,3,prolific,3,C,b,B,I20,I16,1
p036,2,prolific,2,C,b,B,I20,I16,1
p040,1,prolific,3,C,b,B,I20,I16,0
p043,3,prolific,2,C,b,B,I20,I16,1
p044,4,prolific,2,C,b,B,I20,I16,1
p048,2,prolific,3,C,b,B,I20,I16,1
p050,4,prolific,2,C,b,B,I20,I16,1
p052,3,prolific,3,C,b,B,I20,I16,1
p058,1,prolific,3,C,b,B,I20,I16,1
p059,1,prolific,3,C,b,A,I20,I16,1
p063,3,prolific,2,C,b,X,I20,I16,1
p064,2,prolific,2,C,b,B,I20,I16,0
p067,3,prolific,3,C,b,B,I20,I16,0
p076,4,prolific,2,C,b,B,I20,I16,1
p078,4,prolific,3,C,b,B,I20,I16,1
p082,1,prolific,2,C,b,B,I20,I16,0
p083,1,prolific,3,C,b,X,I20,I16,1
p084,1,prolific,2,C,b,X,I20,I16,0
p088,3,prolific,3,C,b,B,I20,I16,1
p091,3,prolific,2,C,b,B,I20,I16,0
p098,2,prolific,2,C,b,B,I20,I16,1
p099,4,prolific,3,C,b,X,I20,I16,1
p100,2,prolific,2,C,b,B,I20,I16,1
p104,2,prolific,3,C,b,B,I20,I16,0
p109,4,prolific,2,C,b,B,I20,I16,1
p111,3,prolific,2,C,b,B,I20,I16,1
p115,1,prolific,3,C,b,B,I20,I16,1
p117,1,prolific,2,C,b,X,I20,I16,0
p120,1,prolific,3,C,b,X,I20,I16,0
p124,2,prolific,3,C,b,B,I20,I16,1
p130,1,prolific,3,C,b,X,I20,I16,1
p131,3,prolific,2,C,b,X,I20,I16,1
p134,3,prolific,3,C,b,B,I20,I16,1
p137,1,prolific,2,C,b,X,I20,I16,0
p140,3,prolific,2,C,b,X,I20,I16,1
p146,2,prolific,2,C,b,B,I20,I16,0
p151,1,prolific,2,C,b,B,I20,I16,0
p153,4,prolific,3,C,b,B,I20,I16,1
p155,3,prolific,3,C,b,B,I20,I16,0
p157,2,prolific,2,C,b,B,I20,I16,1
r004,2,rep,2,C,b,B,I20,I16,0
r009,2,rep,2,C,b,B,I20,I16,1
r012,2,rep,3,C,b,B,I20,I16,1
r016,4,rep,3,C,b,X,I20,I16,1
r018,2,rep,2,C,b,B,I20,I16,1
r020,4,rep,3,C,b,B,I20,I16,1
r021,2,rep,2,C,b,B,I20,I16,1
r026,4,rep,3,C,b,X,I20,I16,1
r027,2,rep,2,C,b,B,I20,I16,0
r029,2,rep,3,C,b,B,I20,I16,1
r031,3,rep,2,C,b,B,I20,I16,1
r036,4,rep,3,C,b,X,I20,I16,1
r044,4,rep,3,C,b,B,I20,I16,1
r045,4,rep,3,C,b,B,I20,I16,1
r047,2,rep,2,C,b,X,I20,I16,1
r050,2,rep,2,C,b,B,I20,I16,1
r056,2,rep,2,C,b,B,I20,I16,1
r062,4,rep,3,C,b,B,I20,I16,1
r066,4,rep,2,C,b,X,I20,I16,1
r070,4,rep,3,C,b,B,I20,I16,1
r072,4,rep,3,C,b,B,I20,I16,1
r073,1,rep,2,C,b,A,I20,I16,1
r080,2,rep,2,C,b,B,I20,I16,1
p001,3,prolific,2,C,b,B,I20,I17,1
p006,4,prolific,3,C,b,X,I20,I17,1
p010,3,prolific,2,C,b,X,I20,I17,1
p012,2,prolific,3,C,b,A,I20,I17,0
p016,4,prolific,3,C,b,A,I20,I17,1
p025,1,prolific,2,C,b,X,I20,I17,1
p029,1,prolific,3,C,b,X,I20,I17,0
p030,3,prolific,2,C,b,X,I20,I17,0
p034,3,prolific,3,C,b,B,I20,I17,1
p036,2,prolific,2,C,b,B,I20,I17,1
p040,1,prolific,3,C,b,B,I20,I17,0
p043,3,prolific,2,C,b,B,I20,I17,1
p044,4,prolific,2,C,b,B,I20,I17,1
p048,2,prolific,3,C,b,B,I20,I17,1
p050,4,prolific,2,C,b,B,I20,I17,1
p052,3,prolific,3,C,b,B,I20,I17,1
p058,1,prolific,3,C,b,B,I20,I17,1
p059,1,prolific,3,C,b,A,I20,I17,0
p063,3,prolific,2,C,b,X,I20,I17,1
p064,2,prolific,2,C,b,B,I20,I17,1
p067,3,prolific,3,C,b,B,I20,I17,0
p076,4,prolific,2,C,b,B,I20,I17,1
p078,4,prolific,3,C,b,B,I20,I17,1
p082,1,prolific,2,C,b,B,I20,I17,1
p083,1,prolific,3,C,b,X,I20,I17,1
p084,1,prolific,2,C,b,X,I20,I17,1
p088,3,prolific,3,C,b,B,I20,I17,1
p091,3,prolific,2,C,b,B,I20,I17,0
p098,2,prolific,2,C,b,B,I20,I17,1
p099,4,prolific,3,C,b,X,I20,I17,1
p100,2,prolific,2,C,b,B,I20,I17,0
p104,2,prolific,3,C,b,B,I20,I17,1
p109,4,prolific,2,C,b,B,I20,I17,1
p111,3,prolific,2,C,b,B,I20,I17,1
p115,1,prolific,3,C,b,B,I20,I17,1
p117,1,prolific,2,C,b,X,I20,I17,0
p120,1,prolific,3,C,b,X,I20,I17,0
p124,2,prolific,3,C,b,B,I20,I17,1
p130,1,prolific,3,C,b,X,I20,I17,1
p131,3,prolific,2,C,b,X,I20,I17,1
p134,3,prolific,3,C,b,B,I20,I17,1
p137,1,prolific,2,C,b,X,I20,I17,1
p140,3,prolific,2,C,b,X,I20,I17,1
p146,2,prolific,2,C,b,B,I20,I17,1
p151,1,prolific,2,C,b,B,I20,I17,0
p153,4,prolific,3,C,b,B,I20,I17,1
p155,3,prolific,3,C,b,B,I20,I17,1
p157,2,prolific,2,C,b,B,I20,I17,1
r004,2,rep,2,C,b,B,I20,I17,1
r009,2,rep,2,C,b,B,I20,I17,1
r012,2,rep,3,C,b,B,I20,I17,1
r016,4,rep,3,C,b,X,I20,I17,1
r018,2,rep,2,C,b,B,I20,I17,1
r020,4,rep,3,C,b,B,I20,I17,1
r021,2,rep,2,C,b,B,I20,I17,1
r026,4,rep,3,C,b,X,I20,I17,1
r027,2,rep,2,C,b,B,I20,I17,0
r029,2,rep,3,C,b,B,I20,I17,1
r031,3,rep,2,C,b,B,I20,I17,1
r036,4,rep,3,C,b,X,I20,I17,1
r044,4,rep,3,C,b,B,I20,I17,1
r045,4,rep,3,C,b,B,I20,I17,1
r047,2,rep,2,C,b,X,I20,I17,1
r050,2,rep,2,C,b,B,I20,I17,1
r056,2,rep,2,C,b,B,I20,I17,1
r062,4,rep,3,C,b,B,I20,I17,1
r066,4,rep,2,C,b,X,I20,I17,1
r070,4,rep,3,C,b,B,I20,I17,1
r072,4,rep,3,C,b,B,I20,I17,1
r073,1,rep,2,C,b,A,I20,I17,1
r080,2,rep,2,C,b,B,I20,I17,1
p001,3,prolific,2,C,b,B,I20,I18,1
p006,4,prolific,3,C,b,X,I20,I18,1
p010,3,prolific,2,C,b,X,I20,I18,1
p012,2,prolific,3,C,b,A,I20,I18,0
p016,4,prolific,3,C,b,A,I20,I18,1
p025,1,prolific,2,C,b,X,I20,I18,1
p029,1,prolific,3,C,b,X,I20,I18,1
p030,3,prolific,2,C,b,X,I20,I18,0
p034,3,prolific,3,C,b,B,I20,I18,1
p036,2,prolific,2,C,b,B,I20,I18,1
p040,1,prolific,3,C,b,B,I20,I18,1
p043,3,prolific,2,C,b,B,I20,I18,1
p044,4,prolific,2,C,b,B,I20,I18,1
p048,2,prolific,3,C,b,B,I20,I18,1
p050,4,prolific,2,C,b,B,I20,I18,1
p052,3,prolific,3,C,b,B,I20,I18,1
p058,1,prolific,3,C,b,B,I20,I18,1
p059,1,prolific,3,C,b,A,I20,I18,0
p063,3,prolific,2,C,b,X,I20,I18,1
p064,2,prolific,2,C,b,B,I20,I18,1
p067,3,prolific,3,C,b,B,I20,I18,0
p076,4,prolific,2,C,b,B,I20,I18,1
p078,4,prolific,3,C,b,B,I20,I18,1
p082,1,prolific,2,C,b,B,I20,I18,1
p083,1,prolific,3,C,b,X,I20,I18,1
p084,1,prolific,2,C,b,X,I20,I18,1
p088,3,prolific,3,C,b,B,I20,I18,1
p091,3,prolific,2,C,b,B,I20,I18,0
p098,2,prolific,2,C,b,B,I20,I18,1
p099,4,prolific,3,C,b,X,I20,I18,1
p100,2,prolific,2,C,b,B,I20,I18,0
p104,2,prolific,3,C,b,B,I20,I18,1
p109,4,prolific,2,C,b,B,I20,I18,1
p111,3,prolific,2,C,b,B,I20,I18,1
p115,1,prolific,3,C,b,B,I20,I18,1
p117,1,prolific,2,C,b,X,I20,I18,1
p120,1,prolific,3,C,b,X,I20,I18,0
p124,2,prolific,3,C,b,B,I20,I18,1
p130,1,prolific,3,C,b,X,I20,I18,1
p131,3,prolific,2,C,b,X,I20,I18,1
p134,3,prolific,3,C,b,B,I20,I18,1
p137,1,prolific,2,C,b,X,I20,I18,1
p140,3,prolific,2,C,b,X,I20,I18,1
p146,2,prolific,2,C,b,B,I20,I18,1
p151,1,prolific,2,C,b,B,I20,I18,0
p153,4,prolific,3,C,b,B,I20,I18,1
p155,3,prolific,3,C,b,B,I20,I18,1
p157,2,prolific,2,C,b,B,I20,I18,1
r004,2,rep,2,C,b,B,I20,I18,1
r009,2,rep,2,C,b,B,I20,I18,1
r012,2,rep,3,C,b,B,I20,I18,1
r016,4,rep,3,C,b,X,I20,I18,1
r018,2,rep,2,C,b,B,I20,I18,1
r020,4,rep,3,C,b,B,I20,I18,1
r021,2,rep,2,C,b,B,I20,I18,1
r026,4,rep,3,C,b,X,I20,I18,1
r027,2,rep,2,C,b,B,I20,I18,0
r029,2,rep,3,C,b,B,I20,I18,1
r031,3,rep,2,C,b,B,I20,I18,1
r036,4,rep,3,C,b,X,I20,I18,1
r044,4,rep,3,C,b,B,I20,I18,1
r045,4,rep,3,C,b,B,I20,I18,1
r047,2,rep,2,C,b,X,I20,I18,1
r050,2,rep,2,C,b,B,I20,I18,1
r056,2,rep,2,C,b,B,I20,I18,1
r062,4,rep,3,C,b,B,I20,I18,1
r066,4,rep,2,C,b,X,I20,I18,1
r070,4,rep,3,C,b,B,I20,I18,1
r072,4,rep,3,C,b,B,I20,I18,1
r073,1,rep,2,C,b,A,I20,I18,1
r080,2,rep,2,C,b,B,I20,I18,1
p001,3,prolific,2,C,b,B,I20,I19,1
p006,4,prolific,3,C,b,X,I20,I19,1
p010,3,prolific,2,C,b,X,I20,I19,1
p012,2,prolific,3,C,b,A,I20,I19,0
p016,4,prolific,3,C,b,A,I20,I19,1
p025,1,prolific,2,C,b,X,I20,I19,1
p029,1,prolific,3,C,b,X,I20,I19,1
p030,3,prolific,2,C,b,X,I20,I19,0
p034,3,prolific,3,C,b,B,I20,I19,1
p036,2,prolific,2,C,b,B,I20,I19,1
p040,1,prolific,3,C,b,B,I20,I19,1
p043,3,prolific,2,C,b,B,I20,I19,1
p044,4,prolific,2,C,b,B,I20,I19,1
p048,2,prolific,3,C,b,B,I20,I19,1
p050,4,prolific,2,C,b,B,I20,I19,1
p052,3,prolific,3,C,b,B,I20,I19,1
p058,1,prolific,3,C,b,B,I20,I19,1
p059,1,prolific,3,C,b,A,I20,I19,0
p063,3,prolific,2,C,b,X,I20,I19,1
p064,2,prolific,2,C,b,B,I20,I19,1
p067,3,prolific,3,C,b,B,I20,I19,0
p076,4,prolific,2,C,b,B,I20,I19,1
p078,4,prolific,3,C,b,B,I20,I19,1
p082,1,prolific,2,C,b,B,I20,I19,1
p083,1,prolific,3,C,b,X,I20,I19,1
p084,1,prolific,2,C,b,X,I20,I19,1
p088,3,prolific,3,C,b,B,I20,I19,1
p091,3,prolific,2,C,b,B,I20,I19,0
p098,2,prolific,2,C,b,B,I20,I19,1
p099,4,prolific,3,C,b,X,I20,I19,1
p100,2,prolific,2,C,b,B,I20,I19,1
p104,2,prolific,3,C,b,B,I20,I19,1
p109,4,prolific,2,C,b,B,I20,I19,1
p111,3,prolific,2,C,b,B,I20,I19,1
p115,1,prolific,3,C,b,B,I20,I19,1
p117,1,prolific,2,C,b,X,I20,I19,1
p120,1,prolific,3,C,b,X,I20,I19,1
p124,2,prolific,3,C,b,B,I20,I19,1
p130,1,prolific,3,C,b,X,I20,I19,1
p131,3,prolific,2,C,b,X,I20,I19,1
p134,3,prolific,3,C,b,B,I20,I19,1
p137,1,prolific,2,C,b,X,I20,I19,1
p140,3,prolific,2,C,b,X,I20,I19,1
p146,2,prolific,2,C,b,B,I20,I19,1
p151,1,prolific,2,C,b,B,I20,I19,0
p153,4,prolific,3,C,b,B,I20,I19,1
p155,3,prolific,3,C,b,B,I20,I19,1
p157,2,prolific,2,C,b,B,I20,I19,1
r004,2,rep,2,C,b,B,I20,I19,1
r009,2,rep,2,C,b,B,I20,I19,1
r012,2,rep,3,C,b,B,I20,I19,1
r016,4,rep,3,C,b,X,I20,I19,1
r018,2,rep,2,C,b,B,I20,I19,1
r020,4,rep,3,C,b,B,I20,I19,1
r021,2,rep,2,C,b,B,I20,I19,1
r026,4,rep,3,C,b,X,I20,I19,1
r027,2,rep,2,C,b,B,I20,I19,1
r029,2,rep,3,C,b,B,I20,I19,1
r031,3,rep,2,C,b,B,I20,I19,1
r036,4,rep,3,C,b,X,I20,I19,0
r044,4,rep,3,C,b,B,I20,I19,1
r045,4,rep,3,C,b,B,I20,I19,1
r047,2,rep,2,C,b,X,I20,I19,1
r050,2,rep,2,C,b,B,I20,I19,1
r056,2,rep,2,C,b,B,I20,I19,1
r062,4,rep,3,C,b,B,I20,I19,1
r066,4,rep,2,C,b,X,I20,I19,1
r070,4,rep,3,C,b,B,I20,I19,1
r072,4,rep,3,C,b,B,I20,I19,1
r073,1,rep,2,C,b,A,I20,I19,1
r080,2,rep,2,C,b,B,I20,I19,1
p002,4,prolific,2,R,f,B,I15,I16,1
p005,2,prolific,3,R,f,X,I15,I16,1
p007,4,prolific,3,R,f,X,I15,I16,1
p008,4,prolific,2,R,f,B,I15,I16,1
p015,4,prolific,3,R,f,B,I15,I16,1
p019,4,prolific,3,R,f,B,I15,I16,1
p020,3,prolific,2,R,f,A,I15,I16,1
p023,2,prolific,3,R,f,B,I15,I16,1
p024,3,prolific,2,R,f,X,I15,I16,1
p027,2,prolific,3,R,f,X,I15,I16,1
p031,2,prolific,3,R,f,A,I15,I16,1
p035,4,prolific,2,R,f,X,I15,I16,1
p039,3,prolific,3,R,f,A,I15,I16,1
p041,2,prolific,2,R,f,X,I15,I16,0
p045,3,prolific,2,R,f,A,I15,I16,1
p047,2,prolific,3,R,f,X,I15,I16,1
p053,3,prolific,2,R,f,A,I15,I16,1
p055,3,prolific,3,R,f,A,I15,I16,1
p060,1,prolific,3,R,f,A,I15,I16,1
p061,4,prolific,2,R,f,A,I15,I16,1
p062,4,prolific,2,R,f,X,I15,I16,1
p065,1,prolific,3,R,f,A,I15,I16,1
p069,3,prolific,2,R,f,X,I15,I16,1
p072,2,prolific,3,R,f,X,I15,I16,1
p077,2,prolific,3,R,f,X,I15,I16,1
p079,1,prolific,2,R,f,A,I15,I16,0
p080,2,prolific,3,R,f,B,I15,I16,1
p087,4,prolific,3,R,f,B,I15,I16,1
p089,4,prolific,2,R,f,X,I15,I16,1
p093,4,prolific,3,R,f,X,I15,I16,1
p095,4,prolific,2,R,f,X,I15,I16,1
p103,4,prolific,3,R,f,A,I15,I16,1
p105,3,prolific,2,R,f,X,I15,I16,1
p110,2,prolific,3,R,f,A,I15,I16,1
p112,4,prolific,2,R,f,A,I15,I16,1
p114,3,prolific,3,R,f,B,I15,I16,1
p116,3,prolific,2,R,f,A,I15,I16,1
p119,3,prolific,3,R,f,B,I15,I16,1
p122,2,prolific,2,R,f,X,I15,I16,1
p123,3,prolific,3,R,f,A,I15,I16,1
p125,2,prolific,2,R,f,X,I15,I16,1
p128,3,prolific,3,R,f,A,I15,I16,1
p129,2,prolific,2,R,f,X,I15,I16,1
p135,2,prolific,3,R,f,X,I15,I16,1
p136,1,prolific,2,R,f,X,I15,I16,1
p141,2,prolific,2,R,f,X,I15,I16,1
p144,1,prolific,3,R,f,A,I15,I16,1
p145,3,prolific,2,R,f,X,I15,I16,1
p149,3,prolific,3,R,f,A,I15,I16,1
p150,4,prolific,2,R,f,X,I15,I16,1
p154,2,prolific,3,R,f,X,I15,I16,1
p156,1,prolific,2,R,f,A,I15,I16,1
r007,1,rep,3,R,f,A,I15,I16,1
r014,1,rep,3,R,f,A,I15,I16,0
r015,4,rep,2,R,f,A,I15,I16,0
r019,1,rep,3,R,f,A,I15,I16,1
r022,4,rep,2,R,f,B,I15,I16,1
r025,1,rep,3,R,f,B,I15,I16,1
r032,2,rep,2,R,f,X,I15,I16,1
r035,1,rep,3,R,f,A,I15,I16,1
r037,4,rep,2,R,f,X,I15,I16,1
r039,1,rep,3,R,f,A,I15,I16,1
r042,4,rep,2,R,f,B,I15,I16,1
r046,2,rep,2,R,f,X,I15,I16,1
r048,1,rep,3,R,f,A,I15,I16,1
r049,4,rep,2,R,f,X,I15,I16,0
r053,4,rep,3,R,f,X,I15,I16,1
r054,4,rep,2,R,f,A,I15,I16,1
r057,1,rep,3,R,f,X,I15,I16,0
r058,2,rep,2,R,f,X,I15,I16,1
r061,3,rep,3,R,f,X,I15,I16,1
r063,4,rep,2,R,f,A,I15,I16,1
r067,2,rep,2,R,f,X,I15,I16,1
r074,1,rep,3,R,f,A,I15,I16,1
r077,4,rep,2,R,f,B,I15,I16,1
r078,4,rep,2,R,f,A,I15,I16,1
r079,1,rep,3,R,f,A,I15,I16,1
r081,1,rep,3,R,f,X,I15,I16,0
p002,4,prolific,2,R,f,B,I15,I17,1
p005,2,prolific,3,R,f,X,I15,I17,1
p007,4,prolific,3,R,f,X,I15,I17,1
p008,4,prolific,2,R,f,B,I15,I17,1
p015,4,prolific,3,R,f,B,I15,I17,1
p019,4,prolific,3,R,f,B,I15,I17,1
p020,3,prolific,2,R,f,A,I15,I17,1
p023,2,prolific,3,R,f,B,I15,I17,1
p024,3,prolific,2,R,f,X,I15,I17,1
p027,2,prolific,3,R,f,X,I15,I17,1
p031,2,prolific,3,R,f,A,I15,I17,0
p035,4,prolific,2,R,f,X,I15,I17,0
p039,3,prolific,3,R,f,A,I15,I17,1
p041,2,prolific,2,R,f,X,I15,I17,1
p045,3,prolific,2,R,f,A,I15,I17,1
p047,2,prolific,3,R,f,X,I15,I17,1
p053,3,prolific,2,R,f,A,I15,I17,1
p055,3,prolific,3,R,f,A,I15,I17,1
p060,1,prolific,3,R,f,A,I15,I17,1
p061,4,prolific,2,R,f,A,I15,I17,1
p062,4,prolific,2,R,f,X,I15,I17,1
p065,1,prolific,3,R,f,A,I15,I17,0
p069,3,prolific,2,R,f,X,I15,I17,1
p072,2,prolific,3,R,f,X,I15,I17,1
p077,2,prolific,3,R,f,X,I15,I17,1
p079,1,prolific,2,R,f,A,I15,I17,0
p080,2,prolific,3,R,f,B,I15,I17,1
p087,4,prolific,3,R,f,B,I15,I17,1
p089,4,prolific,2,R,f,X,I15,I17,1
p093,4,prolific,3,R,f,X,I15,I17,1
p095,4,prolific,2,R,f,X,I15,I17,1
p103,4,prolific,3,R,f,A,I15,I17,0
p105,3,prolific,2,R,f,X,I15,I17,1
p110,2,prolific,3,R,f,A,I15,I17,1
p112,4,prolific,2,R,f,A,I15,I17,1
p114,3,prolific,3,R,f,B,I15,I17,1
p116,3,prolific,2,R,f,A,I15,I17,1
p119,3,prolific,3,R,f,B,I15,I17,1
p122,2,prolific,2,R,f,X,I15,I17,1
p123,3,prolific,3,R,f,A,I15,I17,1
p125,2,prolific,2,R,f,X,I15,I17,1
p128,3,prolific,3,R,f,A,I15,I17,1
p129,2,prolific,2,R,f,X,I15,I17,1
p135,2,prolific,3,R,f,X,I15,I17,0
p136,1,prolific,2,R,f,X,I15,I17,1
p141,2,prolific,2,R,f,X,I15,I17,0
p144,1,prolific,3,R,f,A,I15,I17,1
p145,3,prolific,2,R,f,X,I15,I17,1
p149,3,prolific,3,R,f,A,I15,I17,1
p150,4,prolific,2,R,f,X,I15,I17,1
p154,2,prolific,3,R,f,X,I15,I17,1
p156,1,prolific,2,R,f,A,I15,I17,0
r007,1,rep,3,R,f,A,I15,I17,1
r014,1,rep,3,R,f,A,I15,I17,0
r015,4,rep,2,R,f,A,I15,I17,0
r019,1,rep,3,R,f,A,I15,I17,1
r022,4,rep,2,R,f,B,I15,I17,1
r025,1,rep,3,R,f,B,I15,I17,1
r032,2,rep,2,R,f,X,I15,I17,1
r035,1,rep,3,R,f,A,I15,I17,0
r037,4,rep,2,R,f,X,I15,I17,1
r039,1,rep,3,R,f,A,I15,I17,1
r042,4,rep,2,R,f,B,I15,I17,1
r046,2,rep,2,R,f,X,I15,I17,1
r048,1,rep,3,R,f,A,I15,I17,1
r049,4,rep,2,R,f,X,I15,I17,0
r053,4,rep,3,R,f,X,I15,I17,1
r054,4,rep,2,R,f,A,I15,I17,1
